id_utilisateur,age,sexe,langue,anciennete_mois,nb_interventions_totales,taux_annulation,type_abonnement,depense_totale_estimee,score_satisfaction,target_service,est_abonne
47522,77,F,it,7,4,0.48,Basic,90.28,3.7,Aide à domicile,1
47523,90,H,fr,29,10,0.21,Premium,494.45,4.2,Soins Infirmiers,1
47524,88,F,fr,6,3,0.08,Standard,160.39,4.9,Aide à domicile,1
47525,80,F,fr,6,5,0.18,Basic,142.66,4.2,Aide à domicile,1
47526,85,F,en,27,2,0.29,Basic,54.07,3.7,Aide à domicile,1
47527,96,H,fr,8,3,0.15,Basic,71.84,4.3,Aide à domicile,1
47528,81,H,en,12,5,0.35,Standard,347.32,5.0,Soins Infirmiers,1
47529,88,F,fr,4,8,0.25,Premium,401.85,3.9,Soins Infirmiers,1
47530,77,F,fr,9,2,0.13,Basic,83.13,4.3,Aide à domicile,1
47531,80,F,fr,13,2,0.21,Basic,63.42,3.1,Aide à domicile,1
47532,88,H,en,7,13,0.5,Standard,275.73,3.2,Portage repas,1
47533,85,F,fr,28,11,0.19,Standard,261.62,5.0,Portage repas,1
47534,82,F,es,12,1,0.13,None,44.51,4.9,Aide à domicile,0
47535,94,F,fr,29,8,0.15,Standard,163.51,4.7,Portage repas,1
47536,78,F,fr,3,4,0.27,Basic,107.45,4.4,Yoga,1
47537,83,F,it,1,1,0.59,None,38.34,2.5,Yoga,0
47538,86,F,fr,5,9,0.54,Basic,124.7,3.1,Portage repas,1
47539,78,H,fr,31,6,0.25,Standard,190.95,4.1,Jardinage,1
47540,87,F,fr,21,11,0.52,Premium,676.26,3.1,Soins Infirmiers,1
47541,90,F,en,11,14,0.09,Standard,327.17,5.0,Portage repas,1
47542,83,H,de,13,1,0.22,None,35.93,4.0,Aide à domicile,0
47543,79,F,fr,29,3,0.14,Basic,125.67,4.0,Aide à domicile,1
47544,82,H,fr,22,4,0.31,Basic,109.57,3.4,Aide à domicile,1
47545,67,H,fr,20,2,0.14,Standard,266.01,4.4,Club Voyage,1
47546,90,F,fr,1,16,0.02,Standard,244.86,5.0,Portage repas,1
47547,85,F,de,9,8,0.1,Basic,135.72,4.9,Portage repas,1
47548,82,H,es,8,2,0.12,Basic,58.47,3.9,Aide à domicile,1
47549,73,F,fr,50,3,0.16,None,49.0,4.0,Yoga,0
47550,90,F,fr,9,2,0.08,Basic,87.74,3.9,Aide à domicile,1
47551,81,H,en,3,5,0.33,Basic,148.15,4.4,Aide à domicile,1
47552,87,F,fr,2,8,0.14,Premium,498.64,4.9,Soins Infirmiers,1
47553,83,F,fr,2,6,0.18,Standard,188.74,3.8,Aide à domicile,1
47554,74,F,en,24,1,0.04,Basic,66.15,4.7,Aide à domicile,1
47555,91,H,de,6,11,0.16,Standard,327.52,5.0,Aide à domicile,1
47556,90,F,de,10,8,0.18,Premium,438.7,4.5,Soins Infirmiers,1
47557,88,F,fr,29,1,0.05,Basic,54.3,5.0,Aide à domicile,1
47558,85,F,de,44,6,0.37,Basic,141.13,4.7,Yoga,1
47559,76,F,de,28,2,0.4,Basic,76.73,4.0,Aide à domicile,1
47560,89,F,fr,10,3,0.21,Basic,104.33,4.2,Aide à domicile,1
47561,97,F,fr,3,6,0.1,Basic,123.39,4.1,Portage repas,1
47562,84,F,fr,4,13,0.09,Premium,521.22,4.9,Soins Infirmiers,1
47563,84,F,fr,28,16,0.16,Standard,225.92,3.8,Portage repas,1
47564,77,F,fr,14,4,0.53,Basic,136.74,3.6,Aide à domicile,1
47565,71,H,fr,2,2,0.12,Basic,109.96,4.6,Informatique,1
47566,81,F,fr,8,8,0.14,Standard,268.69,5.0,Aide à domicile,1
47567,92,H,en,3,3,0.08,Standard,188.35,4.6,Aide à domicile,1
47568,92,F,fr,2,6,0.21,Standard,215.43,3.8,Aide à domicile,1
47569,83,H,en,13,2,0.2,Basic,114.78,3.9,Soins Infirmiers,1
47570,86,F,es,13,4,0.16,Standard,267.77,3.7,Soins Infirmiers,1
47571,76,H,fr,2,12,0.29,Standard,226.8,2.4,Portage repas,1
47572,84,H,en,14,11,0.56,Standard,200.73,3.7,Portage repas,1
47573,80,F,fr,10,8,0.22,Standard,287.49,3.9,Aide à domicile,1
47574,84,F,fr,11,3,0.22,Basic,125.51,4.2,Aide à domicile,1
47575,82,H,fr,5,2,0.09,Basic,82.96,4.5,Aide à domicile,1
47576,82,H,fr,8,2,0.35,Basic,89.19,4.1,Aide à domicile,1
47577,89,F,fr,1,1,0.49,Basic,83.64,3.6,Jardinage,1
47578,95,F,de,31,10,0.55,Standard,196.79,3.6,Portage repas,1
47579,82,H,de,1,13,0.39,Standard,164.34,4.0,Portage repas,1
47580,92,F,fr,8,7,0.13,Premium,518.0,4.9,Soins Infirmiers,1
47581,76,F,en,11,2,0.37,Basic,88.99,3.7,Aide à domicile,1
47582,83,H,fr,3,3,0.43,Basic,75.24,4.4,Sport Senior,1
47583,76,H,fr,56,5,0.09,Standard,199.23,5.0,Informatique,1
47584,82,H,fr,1,4,0.25,Standard,152.14,4.8,Aide à domicile,1
47585,88,F,fr,1,14,0.01,Standard,345.38,4.5,Portage repas,1
47586,90,H,fr,4,3,0.3,Basic,119.0,2.9,Aide à domicile,1
47587,79,F,fr,19,2,0.29,Basic,117.11,5.0,Jardinage,1
47588,86,H,fr,23,5,0.33,Standard,338.15,4.0,Soins Infirmiers,1
47589,91,H,en,4,16,0.34,Standard,296.15,4.1,Portage repas,1
47590,90,F,fr,9,5,0.35,Basic,124.45,4.9,Aide à domicile,1
47591,85,F,fr,6,13,0.1,Premium,844.65,4.8,Soins Infirmiers,1
47592,80,H,de,21,3,0.11,Standard,166.39,4.2,Informatique,1
47593,79,F,fr,4,6,0.14,Standard,212.06,5.0,Aide à domicile,1
47594,78,F,fr,13,5,0.37,Standard,218.58,3.8,Informatique,1
47595,83,H,fr,9,10,0.06,Basic,129.55,5.0,Portage repas,1
47596,79,H,en,24,3,0.43,Basic,116.02,3.9,Aide à domicile,1
47597,88,H,fr,5,2,0.36,Basic,103.97,3.5,Aide à domicile,1
47598,85,F,de,4,4,0.09,Basic,97.87,5.0,Aide à domicile,1
47599,85,F,fr,5,3,0.18,Basic,117.43,4.3,Aide à domicile,1
47600,72,H,fr,7,3,0.19,Basic,106.87,4.6,Aide à domicile,1
47601,84,F,fr,7,9,0.14,Premium,547.64,3.4,Soins Infirmiers,1
47602,81,F,fr,5,14,0.16,Standard,215.75,4.8,Portage repas,1
47603,96,H,fr,10,4,0.16,Basic,126.56,4.5,Aide à domicile,1
47604,76,H,fr,39,2,0.24,Basic,107.03,4.9,Jardinage,1
47605,82,F,en,26,13,0.05,Standard,310.58,4.4,Portage repas,1
47606,86,F,es,12,9,0.1,Basic,129.72,5.0,Portage repas,1
47607,78,F,en,26,4,0.15,Basic,122.58,4.5,Yoga,1
47608,95,F,fr,7,8,0.07,Standard,178.44,4.3,Portage repas,1
47609,95,F,fr,15,4,0.01,Standard,153.78,5.0,Aide à domicile,1
47610,78,F,fr,14,10,0.25,Premium,414.66,4.5,Soins Infirmiers,1
47611,80,F,fr,18,3,0.06,Standard,174.05,4.2,Informatique,1
47612,96,F,en,1,11,0.11,Standard,216.15,5.0,Portage repas,1
47613,92,F,fr,3,5,0.28,Standard,261.39,4.7,Soins Infirmiers,1
47614,81,F,fr,8,5,0.18,Standard,244.59,4.5,Soins Infirmiers,1
47615,86,F,fr,7,7,0.18,Basic,125.65,4.6,Portage repas,1
47616,75,F,fr,2,2,0.18,Basic,67.55,4.7,Aide à domicile,1
47617,97,F,fr,1,13,0.07,Standard,210.06,5.0,Portage repas,1
47618,84,F,fr,7,2,0.47,Basic,92.49,3.0,Aide à domicile,1
47619,87,H,es,2,2,0.24,Basic,72.24,3.6,Aide à domicile,1
47620,78,F,fr,17,2,0.02,Basic,91.16,4.5,Yoga,1
47621,77,F,en,4,3,0.08,Standard,174.01,4.6,Jardinage,1
47622,86,F,fr,14,15,0.04,Standard,292.33,3.4,Portage repas,1
47623,95,H,fr,27,2,0.35,Basic,93.94,5.0,Aide à domicile,1
47624,80,F,fr,5,1,0.31,None,48.23,5.0,Jardinage,0
47625,78,F,it,6,7,0.18,Standard,397.55,3.6,Informatique,1
47626,85,F,it,27,2,0.1,Basic,58.01,3.3,Sport Senior,1
47627,93,F,fr,19,10,0.21,Standard,159.39,4.0,Portage repas,1
47628,80,H,fr,24,7,0.17,Standard,325.28,4.9,Jardinage,1
47629,82,H,fr,9,7,0.12,Standard,253.02,4.9,Aide à domicile,1
47630,89,F,fr,6,2,0.15,Basic,86.52,5.0,Aide à domicile,1
47631,89,H,fr,14,6,0.31,Standard,271.38,4.0,Soins Infirmiers,1
47632,82,F,fr,4,4,0.46,Premium,622.1,3.9,Club Voyage,1
47633,90,F,fr,11,17,0.23,Standard,272.53,4.8,Portage repas,1
47634,87,F,fr,14,7,0.11,Standard,254.32,5.0,Aide à domicile,1
47635,84,H,fr,8,13,0.24,Standard,235.85,4.2,Portage repas,1
47636,89,F,fr,12,12,0.31,Premium,515.82,3.1,Soins Infirmiers,1
47637,88,F,de,25,2,0.09,Basic,105.36,5.0,Aide à domicile,1
47638,77,F,it,4,6,0.36,Standard,185.28,3.9,Aide à domicile,1
47639,92,F,it,1,5,0.14,Standard,210.82,4.6,Aide à domicile,1
47640,86,H,fr,26,8,0.31,Basic,141.43,2.6,Portage repas,1
47641,92,H,fr,12,5,0.29,Basic,96.87,3.0,Aide à domicile,1
47642,84,H,fr,11,3,0.14,Basic,92.79,5.0,Sport Senior,1
47643,85,F,fr,11,1,0.08,None,45.04,3.9,Aide à domicile,0
47644,86,H,fr,15,1,0.35,Basic,60.32,4.3,Aide à domicile,1
47645,87,F,it,10,12,0.18,Standard,224.06,3.9,Portage repas,1
47646,93,H,fr,19,3,0.4,Basic,105.45,3.8,Jardinage,1
47647,86,H,fr,7,7,0.3,Standard,233.3,3.3,Aide à domicile,1
47648,83,F,fr,11,11,0.35,Standard,197.83,3.5,Portage repas,1
47649,90,F,fr,14,12,0.2,Standard,369.54,5.0,Soins Infirmiers,1
47650,86,F,en,18,9,0.08,Basic,106.86,5.0,Portage repas,1
47651,101,H,de,8,7,0.14,Standard,296.75,5.0,Aide à domicile,1
47652,85,F,fr,3,11,0.25,Standard,249.05,2.9,Portage repas,1
47653,91,H,fr,6,4,0.11,Basic,55.68,4.6,Portage repas,1
47654,89,F,fr,10,9,0.07,Standard,192.72,4.2,Portage repas,1
47655,71,F,fr,34,3,0.16,Basic,95.09,4.0,Yoga,1
47656,79,H,fr,19,3,0.44,Basic,66.15,3.9,Sport Senior,1
47657,81,H,en,33,11,0.15,Premium,599.29,5.0,Soins Infirmiers,1
47658,75,H,fr,26,5,0.08,Basic,100.3,4.9,Yoga,1
47659,81,F,fr,7,4,0.18,Basic,93.62,4.6,Aide à domicile,1
47660,75,F,fr,6,5,0.3,Standard,232.66,4.8,Aide à domicile,1
47661,77,F,fr,13,7,0.48,Standard,275.1,3.6,Informatique,1
47662,85,H,fr,6,5,0.06,Standard,158.25,4.4,Aide à domicile,1
47663,95,F,fr,14,13,0.09,Standard,270.31,4.8,Portage repas,1
47664,75,F,fr,7,2,0.07,Basic,114.33,4.5,Aide à domicile,1
47665,76,F,fr,3,2,0.25,Basic,122.57,4.0,Jardinage,1
47666,80,H,en,17,7,0.27,Standard,337.55,4.5,Informatique,1
47667,83,F,fr,2,10,0.09,Standard,246.63,4.6,Portage repas,1
47668,74,H,fr,3,5,0.25,Standard,194.44,3.4,Informatique,1
47669,79,H,fr,4,4,0.21,Basic,139.99,3.7,Informatique,1
47670,79,H,es,9,3,0.56,Premium,632.18,3.5,Club Voyage,1
47671,85,F,fr,13,6,0.23,Standard,174.62,4.7,Yoga,1
47672,86,H,fr,2,2,0.19,Basic,101.52,4.5,Aide à domicile,1
47673,83,H,fr,5,4,0.23,Basic,136.9,4.4,Aide à domicile,1
47674,81,H,de,13,4,0.08,Basic,141.48,3.7,Portage repas,1
47675,79,H,fr,7,3,0.3,Basic,60.41,4.2,Yoga,1
47676,84,F,fr,2,3,0.08,Standard,153.29,3.5,Soins Infirmiers,1
47677,78,H,it,10,4,0.23,Standard,209.55,5.0,Jardinage,1
47678,93,F,fr,13,6,0.29,Standard,296.86,4.1,Aide à domicile,1
47679,75,F,fr,1,1,0.13,Basic,50.26,5.0,Aide à domicile,1
47680,80,F,it,9,3,0.3,Basic,116.53,3.8,Aide à domicile,1
47681,89,H,fr,8,13,0.26,Standard,333.81,4.6,Portage repas,1
47682,81,F,fr,1,15,0.32,Standard,178.1,4.7,Portage repas,1
47683,88,H,fr,8,3,0.01,Basic,74.47,5.0,Aide à domicile,1
47684,94,H,fr,10,12,0.16,Standard,238.21,4.1,Portage repas,1
47685,88,F,fr,4,6,0.19,Standard,193.29,4.7,Aide à domicile,1
47686,76,H,de,1,5,0.15,Standard,176.08,5.0,Jardinage,1
47687,77,F,fr,2,4,0.11,Basic,121.48,4.7,Aide à domicile,1
47688,82,F,es,41,14,0.16,Standard,206.39,5.0,Portage repas,1
47689,86,H,de,7,1,0.16,None,47.06,3.7,Aide à domicile,0
47690,91,F,fr,4,5,0.3,Standard,172.08,4.6,Aide à domicile,1
47691,79,H,fr,10,4,0.31,Standard,251.99,3.8,Informatique,1
47692,81,H,en,20,7,0.16,Standard,161.45,4.9,Aide à domicile,1
47693,82,H,en,7,9,0.06,Standard,163.15,4.5,Portage repas,1
47694,82,F,fr,24,9,0.04,Premium,532.84,4.0,Soins Infirmiers,1
47695,92,F,it,29,4,0.12,Basic,128.07,5.0,Aide à domicile,1
47696,83,F,fr,13,2,0.49,Basic,93.77,2.4,Aide à domicile,1
47697,84,F,fr,10,4,0.11,Basic,120.7,4.3,Aide à domicile,1
47698,89,F,fr,1,6,0.05,Standard,164.67,4.8,Aide à domicile,1
47699,93,H,fr,11,8,0.14,Basic,141.43,4.5,Portage repas,1
47700,83,F,de,9,11,0.25,Standard,185.44,4.2,Portage repas,1
47701,91,F,fr,3,15,0.3,Premium,851.6,3.5,Soins Infirmiers,1
47702,94,F,en,3,5,0.21,Standard,210.31,4.7,Soins Infirmiers,1
47703,83,H,fr,39,9,0.2,Premium,520.93,5.0,Soins Infirmiers,1
47704,80,F,en,20,3,0.43,Standard,166.45,4.1,Informatique,1
47705,97,H,de,3,2,0.34,Standard,336.69,4.6,Club Voyage,1
47706,90,H,fr,14,3,0.17,Basic,124.81,4.6,Aide à domicile,1
47707,84,H,fr,9,8,0.3,Standard,302.21,3.6,Soins Infirmiers,1
47708,87,F,fr,23,6,0.25,Standard,237.1,3.6,Soins Infirmiers,1
47709,77,F,it,3,7,0.2,Premium,505.74,4.8,Jardinage,1
47710,90,H,fr,2,10,0.13,Standard,333.19,4.8,Soins Infirmiers,1
47711,73,H,fr,12,6,0.25,Standard,236.36,4.6,Aide à domicile,1
47712,90,F,fr,1,1,0.32,None,48.53,4.2,Aide à domicile,0
47713,79,H,fr,27,8,0.43,Standard,378.6,5.0,Jardinage,1
47714,74,F,fr,35,3,0.13,Basic,122.61,4.7,Jardinage,1
47715,71,F,fr,8,2,0.11,Basic,83.63,5.0,Jardinage,1
47716,81,F,it,11,3,0.12,Basic,93.98,4.7,Aide à domicile,1
47717,88,F,fr,12,13,0.25,Standard,218.77,4.0,Portage repas,1
47718,75,H,fr,6,4,0.09,Standard,200.86,4.4,Informatique,1
47719,76,F,fr,2,4,0.08,Standard,151.36,4.3,Aide à domicile,1
47720,81,H,fr,6,11,0.19,Standard,207.92,3.9,Portage repas,1
47721,88,F,fr,8,6,0.18,Standard,165.04,4.4,Aide à domicile,1
47722,89,F,fr,74,14,0.11,Standard,270.28,3.5,Portage repas,1
47723,84,H,en,18,6,0.25,Standard,359.26,3.9,Soins Infirmiers,1
47724,89,H,fr,46,6,0.23,Standard,203.76,4.0,Aide à domicile,1
47725,88,F,fr,12,5,0.24,Standard,178.62,3.9,Aide à domicile,1
47726,81,F,fr,7,11,0.18,Standard,196.15,5.0,Portage repas,1
47727,89,F,fr,7,5,0.06,Standard,328.23,5.0,Soins Infirmiers,1
47728,76,F,it,14,6,0.29,Standard,181.16,4.4,Aide à domicile,1
47729,86,H,fr,19,4,0.13,Standard,252.02,4.8,Soins Infirmiers,1
47730,77,F,fr,9,9,0.11,Standard,288.17,5.0,Aide à domicile,1
47731,84,F,fr,1,4,0.24,Standard,156.46,5.0,Aide à domicile,1
47732,91,H,fr,5,8,0.13,Premium,426.86,4.2,Soins Infirmiers,1
47733,85,H,fr,16,2,0.18,Basic,78.13,3.2,Aide à domicile,1
47734,83,F,fr,2,14,0.67,Standard,214.49,4.2,Portage repas,1
47735,85,H,fr,2,7,0.43,Standard,337.46,4.3,Soins Infirmiers,1
47736,87,H,fr,32,9,0.53,Standard,176.06,2.7,Portage repas,1
47737,96,F,en,1,5,0.36,Standard,150.01,4.2,Aide à domicile,1
47738,87,H,fr,19,5,0.18,Standard,162.32,4.0,Aide à domicile,1
47739,80,F,fr,6,7,0.22,Standard,274.51,4.6,Jardinage,1
47740,82,F,en,22,15,0.26,Premium,560.8,3.6,Soins Infirmiers,1
47741,78,H,fr,5,2,0.25,Basic,76.77,4.4,Aide à domicile,1
47742,76,F,fr,13,5,0.24,Standard,224.01,3.6,Jardinage,1
47743,69,H,fr,15,2,0.42,None,46.84,3.6,Sport Senior,0
47744,81,F,en,2,14,0.45,Standard,237.11,3.0,Portage repas,1
47745,75,F,fr,21,6,0.12,Basic,110.51,4.2,Yoga,1
47746,84,F,it,46,13,0.25,Standard,327.27,4.3,Portage repas,1
47747,80,F,fr,1,4,0.11,Basic,106.93,4.7,Sport Senior,1
47748,77,H,fr,4,3,0.05,Basic,131.62,4.8,Aide à domicile,1
47749,71,H,es,7,3,0.13,Basic,136.58,4.3,Informatique,1
47750,81,H,en,1,12,0.4,Standard,182.93,4.1,Portage repas,1
47751,73,F,fr,10,2,0.33,Basic,78.19,4.9,Aide à domicile,1
47752,88,F,fr,5,5,0.26,Basic,104.36,3.7,Aide à domicile,1
47753,85,H,fr,15,6,0.06,Standard,322.97,5.0,Soins Infirmiers,1
47754,82,F,fr,12,2,0.29,Basic,86.16,3.7,Aide à domicile,1
47755,92,F,fr,12,10,0.17,Standard,192.56,3.9,Portage repas,1
47756,84,F,fr,16,3,0.28,Basic,146.01,4.1,Aide à domicile,1
47757,86,H,fr,15,11,0.22,Standard,154.76,3.6,Portage repas,1
47758,88,H,en,3,9,0.24,Premium,405.78,4.3,Soins Infirmiers,1
47759,80,F,fr,2,3,0.26,Basic,101.3,3.4,Yoga,1
47760,80,H,fr,4,3,0.05,Basic,120.79,4.8,Informatique,1
47761,84,H,fr,26,4,0.2,Basic,138.65,4.4,Aide à domicile,1
47762,75,F,fr,1,4,0.17,Basic,77.22,4.3,Yoga,1
47763,94,F,fr,27,2,0.23,Basic,85.68,4.5,Aide à domicile,1
47764,84,H,it,4,4,0.3,Standard,152.33,5.0,Aide à domicile,1
47765,82,H,fr,15,11,0.38,Standard,188.94,2.6,Portage repas,1
47766,96,F,fr,3,1,0.06,None,38.41,4.5,Aide à domicile,0
47767,77,F,fr,3,2,0.25,Basic,68.76,3.1,Aide à domicile,1
47768,93,H,fr,30,11,0.17,Standard,219.46,4.1,Portage repas,1
47769,88,H,fr,22,4,0.05,Basic,119.53,4.6,Aide à domicile,1
47770,90,H,de,2,9,0.14,Standard,173.69,4.4,Portage repas,1
47771,82,F,fr,43,3,0.08,Basic,107.58,4.7,Aide à domicile,1
47772,84,H,fr,5,11,0.34,Standard,221.53,3.1,Portage repas,1
47773,81,F,fr,2,11,0.24,Standard,191.12,3.8,Portage repas,1
47774,89,F,it,2,11,0.21,Standard,213.6,4.1,Portage repas,1
47775,86,F,en,29,7,0.13,Standard,174.43,5.0,Aide à domicile,1
47776,80,F,fr,3,5,0.42,Standard,177.04,4.2,Aide à domicile,1
47777,80,H,fr,3,3,0.15,None,42.63,4.4,Aide à domicile,0
47778,83,F,fr,6,2,0.39,Basic,84.15,3.8,Aide à domicile,1
47779,82,F,fr,9,5,0.19,Standard,189.73,4.3,Aide à domicile,1
47780,92,H,en,24,10,0.37,Standard,186.5,4.6,Portage repas,1
47781,88,F,de,3,4,0.12,Basic,123.1,3.4,Aide à domicile,1
47782,88,F,fr,17,10,0.15,Basic,140.06,4.0,Portage repas,1
47783,85,F,fr,14,2,0.28,Basic,66.77,4.3,Aide à domicile,1
47784,79,H,fr,7,4,0.06,Standard,190.53,4.4,Informatique,1
47785,88,F,fr,18,7,0.14,Premium,431.4,3.9,Soins Infirmiers,1
47786,71,F,en,6,5,0.11,Basic,144.57,4.5,Aide à domicile,1
47787,85,H,fr,17,6,0.06,Standard,229.29,5.0,Aide à domicile,1
47788,79,H,fr,1,4,0.21,Standard,207.11,4.6,Jardinage,1
47789,78,F,es,8,3,0.17,Basic,101.58,3.5,Aide à domicile,1
47790,81,F,de,16,7,0.05,Standard,390.15,4.5,Soins Infirmiers,1
47791,83,H,de,6,3,0.04,Basic,88.83,4.6,Aide à domicile,1
47792,83,F,fr,9,4,0.25,Standard,166.63,4.3,Aide à domicile,1
47793,88,F,de,29,3,0.03,Basic,60.8,4.9,Aide à domicile,1
47794,82,H,fr,2,10,0.06,Basic,141.99,4.4,Portage repas,1
47795,83,F,en,15,6,0.21,Standard,288.95,3.2,Soins Infirmiers,1
47796,75,F,fr,1,5,0.17,Standard,209.89,5.0,Informatique,1
47797,76,F,fr,12,5,0.18,Standard,246.6,5.0,Informatique,1
47798,85,F,fr,26,4,0.21,Basic,104.73,3.1,Aide à domicile,1
47799,87,H,fr,11,5,0.28,Standard,158.37,3.7,Aide à domicile,1
47800,82,H,it,8,8,0.09,Standard,388.8,4.9,Soins Infirmiers,1
47801,89,F,fr,3,4,0.78,Standard,168.84,3.4,Aide à domicile,1
47802,75,F,fr,4,8,0.24,Premium,422.22,5.0,Aide à domicile,1
47803,86,F,fr,40,10,0.38,Basic,142.06,4.3,Portage repas,1
47804,78,H,fr,4,7,0.1,Standard,218.05,4.7,Aide à domicile,1
47805,78,F,fr,3,4,0.03,Basic,118.32,5.0,Aide à domicile,1
47806,79,F,fr,8,3,0.18,Basic,67.69,3.0,Yoga,1
47807,83,H,fr,5,3,0.28,Basic,84.41,3.5,Aide à domicile,1
47808,86,F,en,9,14,0.34,Standard,258.63,4.6,Portage repas,1
47809,86,F,fr,9,9,0.12,Premium,447.31,4.6,Soins Infirmiers,1
47810,82,F,de,26,6,0.09,Standard,312.43,4.3,Soins Infirmiers,1
47811,87,H,fr,26,13,0.21,Standard,218.42,4.7,Portage repas,1
47812,94,F,en,3,4,0.02,Standard,237.75,5.0,Soins Infirmiers,1
47813,83,F,fr,5,1,0.45,Standard,273.52,3.7,Club Voyage,1
47814,84,H,fr,5,11,0.2,Standard,175.6,3.9,Portage repas,1
47815,80,H,es,15,3,0.23,Basic,144.38,5.0,Aide à domicile,1
47816,81,F,fr,22,4,0.1,Standard,179.82,4.4,Aide à domicile,1
47817,91,F,fr,16,6,0.29,Standard,282.09,4.9,Soins Infirmiers,1
47818,91,F,es,4,6,0.38,Standard,184.18,3.5,Aide à domicile,1
47819,82,F,fr,9,3,0.26,Basic,147.31,4.4,Informatique,1
47820,86,F,en,10,10,0.07,Standard,192.2,4.9,Portage repas,1
47821,89,H,fr,10,5,0.27,Standard,154.62,3.7,Aide à domicile,1
47822,81,F,fr,20,12,0.35,Standard,269.58,3.7,Portage repas,1
47823,76,F,de,5,3,0.17,Basic,127.19,5.0,Jardinage,1
47824,88,F,fr,1,5,0.29,Standard,155.42,3.3,Aide à domicile,1
47825,89,F,en,32,4,0.09,Basic,146.29,5.0,Aide à domicile,1
47826,88,H,fr,3,5,0.08,Standard,363.21,4.2,Soins Infirmiers,1
47827,81,F,it,2,9,0.06,Standard,182.67,4.9,Portage repas,1
47828,93,H,fr,6,5,0.16,Standard,180.16,4.2,Aide à domicile,1
47829,85,H,fr,14,8,0.63,Premium,442.57,3.1,Soins Infirmiers,1
47830,77,F,fr,22,4,0.13,Basic,108.35,5.0,Jardinage,1
47831,74,H,fr,15,6,0.47,Standard,239.59,3.5,Jardinage,1
47832,82,F,fr,17,2,0.37,Basic,116.48,5.0,Aide à domicile,1
47833,85,F,fr,14,9,0.31,Premium,452.09,4.8,Soins Infirmiers,1
47834,82,F,fr,14,12,0.39,Premium,680.78,3.9,Soins Infirmiers,1
47835,95,F,en,23,6,0.16,Basic,124.39,3.9,Aide à domicile,1
47836,86,F,fr,3,9,0.26,Standard,325.03,4.5,Aide à domicile,1
47837,78,F,fr,1,3,0.29,Basic,118.48,4.2,Yoga,1
47838,70,H,fr,12,8,0.2,Basic,146.43,4.6,Sport Senior,1
47839,85,H,fr,16,2,0.5,Basic,66.35,4.2,Aide à domicile,1
47840,89,F,en,1,9,0.4,Premium,596.83,3.9,Soins Infirmiers,1
47841,95,H,de,14,5,0.11,Standard,171.93,4.6,Yoga,1
47842,82,F,de,6,14,0.43,Standard,363.01,3.4,Portage repas,1
47843,94,H,en,14,10,0.21,Premium,579.6,5.0,Soins Infirmiers,1
47844,75,F,fr,11,1,0.01,Basic,66.49,5.0,Aide à domicile,1
47845,81,F,es,6,13,0.33,Premium,942.0,3.9,Soins Infirmiers,1
47846,77,F,fr,34,1,0.18,Basic,74.61,4.3,Informatique,1
47847,88,H,de,2,4,0.32,Basic,94.63,3.7,Aide à domicile,1
47848,76,F,fr,4,7,0.25,Standard,267.47,4.7,Aide à domicile,1
47849,86,F,fr,3,9,0.12,Standard,344.2,4.3,Soins Infirmiers,1
47850,76,H,fr,2,7,0.06,Premium,463.9,4.6,Jardinage,1
47851,94,F,fr,4,9,0.32,Premium,492.42,4.2,Soins Infirmiers,1
47852,81,F,fr,13,11,0.02,Standard,271.55,4.4,Portage repas,1
47853,86,F,en,4,3,0.38,Basic,91.34,3.5,Aide à domicile,1
47854,73,H,es,7,7,0.09,Standard,176.53,5.0,Aide à domicile,1
47855,75,H,fr,24,5,0.21,Standard,214.86,4.9,Informatique,1
47856,79,F,fr,15,2,0.2,None,45.19,3.9,Yoga,0
47857,89,F,fr,59,3,0.07,Basic,72.34,4.4,Aide à domicile,1
47858,87,F,fr,2,13,0.07,Standard,282.34,5.0,Portage repas,1
47859,90,F,en,3,4,0.27,Basic,87.43,4.2,Aide à domicile,1
47860,74,H,fr,16,2,0.18,Basic,112.3,4.3,Jardinage,1
47861,87,F,de,4,10,0.28,Premium,406.45,4.9,Soins Infirmiers,1
47862,80,F,fr,4,2,0.45,Basic,81.14,3.8,Aide à domicile,1
47863,79,F,fr,13,3,0.08,Basic,114.25,3.9,Yoga,1
47864,80,F,fr,3,3,0.37,Basic,112.14,3.6,Jardinage,1
47865,83,F,es,1,8,0.23,Premium,554.42,3.9,Soins Infirmiers,1
47866,87,F,fr,3,3,0.4,Basic,76.74,3.8,Aide à domicile,1
47867,90,H,fr,2,6,0.15,Basic,140.43,4.1,Aide à domicile,1
47868,87,H,it,2,8,0.42,Premium,485.37,3.7,Soins Infirmiers,1
47869,87,H,fr,14,6,0.11,Basic,135.4,4.3,Aide à domicile,1
47870,94,H,fr,2,15,0.05,Standard,279.83,5.0,Portage repas,1
47871,88,F,es,7,12,0.24,Standard,274.93,4.3,Portage repas,1
47872,82,H,fr,24,3,0.11,Basic,139.93,5.0,Aide à domicile,1
47873,87,F,fr,1,2,0.1,Basic,106.09,5.0,Aide à domicile,1
47874,94,H,en,7,12,0.13,Basic,127.35,3.4,Sport Senior,1
47875,78,F,fr,64,3,0.41,Basic,99.78,3.6,Aide à domicile,1
47876,81,F,fr,22,16,0.3,Standard,270.5,4.3,Portage repas,1
47877,92,F,fr,2,12,0.21,Standard,236.07,3.5,Portage repas,1
